fuelbed,thin,herb,rxfire,eligibility_thinning,eligibility_herbicide,eligibility_rxfire,treatability_thinning,treatability_herbicide,treatability_rxfire,post_1,max_tslt,mfri_shortens,mfri_lengthens_1,mfri_lengthens_2,crown_fire,mfri_lower,mfri_upper,succession_post_1,succession_post_2,succession_max,probability_of_ignition
2012405,2012405,2012405,2012405,1,1,1,1,1,1,2011305,0,-2,-2,-2,-2,0,0,-2,-2,100,0.0001
2012406,2012406,2012406,2012406,1,1,1,1,1,1,2011306,0,-2,-2,-2,-2,0,0,-2,-2,999999999,0.0001
2013101,2013101,2013101,2013101,1,1,2,1,1,2,2011101,0,-2,-2,-2,-2,0,0,-2,-2,10,0.0001
2013102,2013102,2013102,2013102,1,1,2,1,1,2,2011102,0,-2,-2,-2,-2,0,0,-2,-2,20,0.0001
2013103,2013103,2013103,2013103,1,1,2,1,1,2,2011103,0,-2,-2,-2,-2,0,0,-2,-2,40,0.0001
2013104,2013104,2013104,2013104,1,1,2,1,1,2,2011104,0,-2,-2,-2,-2,0,0,-2,-2,60,0.0001
2013105,2013105,2013105,2013105,1,1,2,1,1,2,2011105,0,-2,-2,-2,-2,0,0,-2,-2,100,0.0001
2013106,2013106,2013106,2013106,1,1,2,1,1,2,2011106,0,-2,-2,-2,-2,0,0,-2,-2,999999999,0.0001
2013201,2013201,2013201,2013201,1,1,2,1,1,2,2011201,0,-2,-2,-2,-2,0,0,-2,-2,10,0.0001
2013202,2013202,2013202,2013202,1,1,2,1,1,2,2011202,0,-2,-2,-2,-2,0,0,-2,-2,20,0.0001
2013203,2013203,2013203,2013203,1,1,2,1,1,2,2011203,0,-2,-2,-2,-2,0,0,-2,-2,40,0.0001
2013204,2013204,2013204,2013204,1,1,2,1,1,2,2011204,0,-2,-2,-2,-2,0,0,-2,-2,60,0.0001
2013205,2013205,2013205,2013205,1,1,2,1,1,2,2011205,0,-2,-2,-2,-2,0,0,-2,-2,100,0.0001
2013206,2013206,2013206,2013206,1,1,2,1,1,2,2011206,0,-2,-2,-2,-2,0,0,-2,-2,999999999,0.0001
2013301,2013301,2013301,2013301,1,1,1,1,1,2,2011301,0,-2,-2,-2,-2,0,0,-2,-2,10,0.0001
2013302,2013302,2013302,2013302,1,1,1,1,1,2,2011302,0,-2,-2,-2,-2,0,0,-2,-2,20,0.0001
2013303,2013303,2013303,2013303,1,1,1,1,1,2,2011303,0,-2,-2,-2,-2,0,0,-2,-2,40,0.0001
2013304,2013304,2013304,2013304,1,1,1,1,1,2,2011304,0,-2,-2,-2,-2,0,0,-2,-2,60,0.0001
2013305,2013305,2013305,2013305,1,1,1,1,1,2,2011305,0,-2,-2,-2,-2,0,0,-2,-2,100,0.0001
2013306,2013306,2013306,2013306,1,1,1,1,1,2,2011306,0,-2,-2,-2,-2,0,0,-2,-2,999999999,0.0001
2013401,2013401,2013401,2013401,1,1,1,1,1,1,2011301,0,-2,-2,-2,-2,0,0,-2,-2,10,0.0001
2013402,2013402,2013402,2013402,1,1,1,1,1,1,2011302,0,-2,-2,-2,-2,0,0,-2,-2,20,0.0001
2013403,2013403,2013403,2013403,1,1,1,1,1,1,2011303,0,-2,-2,-2,-2,0,0,-2,-2,40,0.0001
2013404,2013404,2013404,2013404,1,1,1,1,1,1,2011304,0,-2,-2,-2,-2,0,0,-2,-2,60,0.0001
2013405,2013405,2013405,2013405,1,1,1,1,1,1,2011305,0,-2,-2,-2,-2,0,0,-2,-2,100,0.0001
2013406,2013406,2013406,2013406,1,1,1,1,1,1,2011306,0,-2,-2,-2,-2,0,0,-2,-2,999999999,0.0001
2014101,2014101,2014101,2014101,1,1,2,1,1,2,2011101,0,-2,-2,-2,-2,0,0,-2,-2,10,0.0001
2014102,2014102,2014102,2014102,1,1,2,1,1,2,2011102,0,-2,-2,-2,-2,0,0,-2,-2,20,0.0001
2014103,2014103,2014103,2014103,1,1,2,1,1,2,2011103,0,-2,-2,-2,-2,0,0,-2,-2,40,0.0001
2014104,2014104,2014104,2014104,1,1,2,1,1,2,2011104,0,-2,-2,-2,-2,0,0,-2,-2,60,0.0001
2014105,2014105,2014105,2014105,1,1,2,1,1,2,2011105,0,-2,-2,-2,-2,0,0,-2,-2,100,0.0001
2014106,2014106,2014106,2014106,1,1,2,1,1,2,2011106,0,-2,-2,-2,-2,0,0,-2,-2,999999999,0.0001
2014201,2014201,2014201,2014201,1,1,2,1,1,2,2011201,0,-2,-2,-2,-2,0,0,-2,-2,10,0.0001
2014202,2014202,2014202,2014202,1,1,2,1,1,2,2011202,0,-2,-2,-2,-2,0,0,-2,-2,20,0.0001
2014203,2014203,2014203,2014203,1,1,2,1,1,2,2011203,0,-2,-2,-2,-2,0,0,-2,-2,40,0.0001
2014204,2014204,2014204,2014204,1,1,2,1,1,2,2011204,0,-2,-2,-2,-2,0,0,-2,-2,60,0.0001
2014205,2014205,2014205,2014205,1,1,2,1,1,2,2011205,0,-2,-2,-2,-2,0,0,-2,-2,100,0.0001
2014206,2014206,2014206,2014206,1,1,2,1,1,2,2011206,0,-2,-2,-2,-2,0,0,-2,-2,999999999,0.0001
2014301,2014301,2014301,2014301,1,1,1,1,1,2,2011301,0,-2,-2,-2,-2,0,0,-2,-2,10,0.0001
2014302,2014302,2014302,2014302,1,1,1,1,1,2,2011302,0,-2,-2,-2,-2,0,0,-2,-2,20,0.0001
2014303,2014303,2014303,2014303,1,1,1,1,1,2,2011303,0,-2,-2,-2,-2,0,0,-2,-2,40,0.0001
2014304,2014304,2014304,2014304,1,1,1,1,1,2,2011304,0,-2,-2,-2,-2,0,0,-2,-2,60,0.0001
2014305,2014305,2014305,2014305,1,1,1,1,1,2,2011305,0,-2,-2,-2,-2,0,0,-2,-2,100,0.0001
2014306,2014306,2014306,2014306,1,1,1,1,1,2,2011306,0,-2,-2,-2,-2,0,0,-2,-2,999999999,0.0001
2014401,2014401,2014401,2014401,1,1,1,1,1,1,2011301,0,-2,-2,-2,-2,0,0,-2,-2,10,0.0001
2014402,2014402,2014402,2014402,1,1,1,1,1,1,2011302,0,-2,-2,-2,-2,0,0,-2,-2,20,0.0001
2014403,2014403,2014403,2014403,1,1,1,1,1,1,2011303,0,-2,-2,-2,-2,0,0,-2,-2,40,0.0001
2014404,2014404,2014404,2014404,1,1,1,1,1,1,2011304,0,-2,-2,-2,-2,0,0,-2,-2,60,0.0001
2014405,2014405,2014405,2014405,1,1,1,1,1,1,2011305,0,-2,-2,-2,-2,0,0,-2,-2,100,0.0001
2014406,2014406,2014406,2014406,1,1,1,1,1,1,2011306,0,-2,-2,-2,-2,0,0,-2,-2,999999999,0.0001
2015101,2015101,2015101,2015101,1,1,2,1,1,2,2015401,0,-2,-2,-2,-2,0,0,-2,-2,10,0.0001
2015102,2015102,2015102,2015102,1,1,2,1,1,2,2015302,0,-2,-2,-2,-2,0,0,-2,-2,20,0.0001
2015103,2015103,2015103,2015103,1,1,2,1,1,2,2015103,999999999,2015103,2015203,2015203,2011101,1,3,2015104,-1,40,1
2015104,2015104,2015104,2015104,1,1,2,1,1,2,2015104,999999999,2015104,2015204,2015204,2011101,1,3,2011105,-1,60,1
2015201,2015201,2015201,2015201,1,1,2,1,1,2,2015401,0,-2,-2,-2,-2,0,0,-2,-2,10,0.0001
2015202,2015202,2015202,2015202,1,1,2,1,1,2,2015302,0,-2,-2,-2,-2,0,0,-2,-2,20,0.0001
2015203,2015203,2015203,2015203,1,1,2,1,1,2,2015203,999999999,2015103,2015303,2015303,2011101,4,8,2015204,-1,40,0.9
2015204,2015204,2015204,2015204,1,1,2,1,1,2,2015204,999999999,2015104,2015304,2015304,2011101,4,8,2011205,-1,60,0.9
2015301,2015301,2015301,2015301,1,1,1,1,1,2,2015401,0,-2,-2,-2,-2,0,0,-2,-2,10,0.0001
2015302,2015302,2015302,2015302,1,1,1,1,1,2,2015302,999999999,2015302,2015402,2015402,2011101,9,20,2015303,-1,20,0.75
2015303,2015303,2015303,2015303,1,1,1,1,1,2,2015303,999999999,2015203,2015403,2015403,2011101,9,20,2015304,-1,40,0.75
2015304,2015304,2015304,2015304,1,1,1,1,1,2,2015304,999999999,2015204,2015404,2015404,2011101,9,20,2011305,-1,60,0.75
2015401,2015401,2015401,2015401,1,1,1,1,1,1,2015401,999999999,2015401,2015401,2015401,2031401,21,32,2015402,-1,10,0.25
2015402,2015402,2015402,2015402,1,1,1,1,1,1,2015402,999999999,2015302,2015402,2015402,2031401,21,32,2015403,-1,20,0.25
2015403,2015403,2015403,2015403,1,1,1,1,1,1,2015403,999999999,2015303,2015403,2015403,2031401,21,32,2015404,-1,40,0.25
2015404,2015404,2015404,2015404,1,1,1,1,1,1,2015404,999999999,2015304,2015404,2015404,2031401,21,32,1051405,2031405,60,0.25
2016101,2016101,2016101,2016101,1,1,2,1,1,2,2015401,0,-2,-2,-2,-2,0,0,-2,-2,10,0.0001
2016102,2016102,2016102,2016102,1,1,2,1,1,2,2015302,0,-2,-2,-2,-2,0,0,-2,-2,20,0.0001
2016103,2016103,2016103,2016103,1,1,2,1,1,2,2015103,0,-2,-2,-2,-2,0,0,-2,-2,40,0.0001
2016104,2016104,2016104,2016104,1,1,2,1,1,2,2015104,0,-2,-2,-2,-2,0,0,-2,-2,60,0.0001
2016201,2016201,2016201,2016201,1,1,2,1,1,2,2015401,0,-2,-2,-2,-2,0,0,-2,-2,10,0.0001
2016202,2016202,2016202,2016202,1,1,2,1,1,2,2015302,0,-2,-2,-2,-2,0,0,-2,-2,20,0.0001
2016203,2016203,2016203,2016203,1,1,2,1,1,2,2015203,0,-2,-2,-2,-2,0,0,-2,-2,40,0.0001
2016204,2016204,2016204,2016204,1,1,2,1,1,2,2015204,0,-2,-2,-2,-2,0,0,-2,-2,60,0.0001
2016301,2016301,2016301,2016301,1,1,2,1,1,2,2015401,0,-2,-2,-2,-2,0,0,-2,-2,10,0.0001
2016302,2016302,2016302,2016302,1,1,1,1,1,2,2015302,0,-2,-2,-2,-2,0,0,-2,-2,20,0.0001
2016303,2016303,2016303,2016303,1,1,1,1,1,2,2015303,0,-2,-2,-2,-2,0,0,-2,-2,40,0.0001
2016304,2016304,2016304,2016304,1,1,1,1,1,2,2015304,0,-2,-2,-2,-2,0,0,-2,-2,60,0.0001
2016401,2016401,2016401,2016401,1,1,1,1,1,1,2015401,0,-2,-2,-2,-2,0,0,-2,-2,10,0.0001
2016402,2016402,2016402,2016402,1,1,1,1,1,1,2015402,0,-2,-2,-2,-2,0,0,-2,-2,20,0.0001
2016403,2016403,2016403,2016403,1,1,1,1,1,1,2015403,0,-2,-2,-2,-2,0,0,-2,-2,40,0.0001
2016404,2016404,2016404,2016404,1,1,1,1,1,1,2015404,0,-2,-2,-2,-2,0,0,-2,-2,60,0.0001
2017101,2017101,2017101,2017101,1,1,2,1,1,2,2015401,0,-2,-2,-2,-2,0,0,-2,-2,10,0.0001
2017102,2017102,2017102,2017102,1,1,2,1,1,2,2015302,0,-2,-2,-2,-2,0,0,-2,-2,20,0.0001
2017103,2017103,2017103,2017103,1,1,2,1,1,2,2015103,0,-2,-2,-2,-2,0,0,-2,-2,40,0.0001
2017104,2017104,2017104,2017104,1,1,2,1,1,2,2015104,0,-2,-2,-2,-2,0,0,-2,-2,60,0.0001
2017201,2017201,2017201,2017201,1,1,2,1,1,2,2015401,0,-2,-2,-2,-2,0,0,-2,-2,10,0.0001
2017202,2017202,2017202,2017202,1,1,2,1,1,2,2015302,0,-2,-2,-2,-2,0,0,-2,-2,20,0.0001
2017203,2017203,2017203,2017203,1,1,2,1,1,2,2015203,0,-2,-2,-2,-2,0,0,-2,-2,40,0.0001
2017204,2017204,2017204,2017204,1,1,2,1,1,2,2015204,0,-2,-2,-2,-2,0,0,-2,-2,60,0.0001
2017301,2017301,2017301,2017301,1,1,2,1,1,2,2015401,0,-2,-2,-2,-2,0,0,-2,-2,20,0.0001
2017302,2017302,2017302,2017302,1,1,1,1,1,2,2015302,0,-2,-2,-2,-2,0,0,-2,-2,10,0.0001
2017303,2017303,2017303,2017303,1,1,1,1,1,2,2015303,0,-2,-2,-2,-2,0,0,-2,-2,40,0.0001
2017304,2017304,2017304,2017304,1,1,1,1,1,2,2015304,0,-2,-2,-2,-2,0,0,-2,-2,60,0.0001
2017401,2017401,2017401,2017401,1,1,1,1,1,1,2015401,0,-2,-2,-2,-2,0,0,-2,-2,10,0.0001
2017402,2017402,2017402,2017402,1,1,1,1,1,1,2015402,0,-2,-2,-2,-2,0,0,-2,-2,20,0.0001
2017403,2017403,2017403,2017403,1,1,1,1,1,1,2015403,0,-2,-2,-2,-2,0,0,-2,-2,40,0.0001
2017404,2017404,2017404,2017404,1,1,1,1,1,1,2015404,0,-2,-2,-2,-2,0,0,-2,-2,60,0.0001
2018101,2018101,2018101,2018101,1,1,2,1,1,2,2015401,0,-2,-2,-2,-2,0,0,-2,-2,10,0.0001
2018102,2018102,2018102,2018102,1,1,2,1,1,2,2015302,0,-2,-2,-2,-2,0,0,-2,-2,20,0.0001
2018103,2018103,2018103,2018103,1,1,2,1,1,2,2015103,0,-2,-2,-2,-2,0,0,-2,-2,40,0.0001
2018104,2018104,2018104,2018104,1,1,2,1,1,2,2015104,0,-2,-2,-2,-2,0,0,-2,-2,60,0.0001
2018201,2018201,2018201,2018201,1,1,2,1,1,2,2015401,0,-2,-2,-2,-2,0,0,-2,-2,10,0.0001
2018202,2018202,2018202,2018202,1,1,2,1,1,2,2015302,0,-2,-2,-2,-2,0,0,-2,-2,20,0.0001
2018203,2018203,2018203,2018203,1,1,2,1,1,2,2015203,0,-2,-2,-2,-2,0,0,-2,-2,40,0.0001
2018204,2018204,2018204,2018204,1,1,2,1,1,2,2015204,0,-2,-2,-2,-2,0,0,-2,-2,60,0.0001
2018301,2018301,2018301,2018301,1,1,2,1,1,2,2015401,0,-2,-2,-2,-2,0,0,-2,-2,10,0.0001
2018302,2018302,2018302,2018302,1,1,1,1,1,2,2015302,0,-2,-2,-2,-2,0,0,-2,-2,20,0.0001
2018303,2018303,2018303,2018303,1,1,1,1,1,2,2015303,0,-2,-2,-2,-2,0,0,-2,-2,40,0.0001
2018304,2018304,2018304,2018304,1,1,1,1,1,2,2015304,0,-2,-2,-2,-2,0,0,-2,-2,60,0.0001
2018401,2018401,2018401,2018401,1,1,1,1,1,1,2015401,0,-2,-2,-2,-2,0,0,-2,-2,10,0.0001
2018402,2018402,2018402,2018402,1,1,1,1,1,1,2015402,0,-2,-2,-2,-2,0,0,-2,-2,20,0.0001
2018403,2018403,2018403,2018403,1,1,1,1,1,1,2015403,0,-2,-2,-2,-2,0,0,-2,-2,40,0.0001
2018404,2018404,2018404,2018404,1,1,1,1,1,1,2015404,0,-2,-2,-2,-2,0,0,-2,-2,60,0.0001
2031401,2031401,2031401,2031401,1,1,1,1,1,1,2031401,999999999,2031401,2031401,2031401,2031401,21,32,2031402,-1,10,0.05
2031402,2031402,2031402,2031402,1,1,1,1,1,1,2031402,999999999,2031402,2031402,2031402,2031401,21,32,2031403,-1,20,0.05
2031403,2031403,2031403,2031403,1,1,1,1,1,1,2031403,999999999,2031403,2031403,2031403,2031401,21,32,2031404,-1,40,0.05
2031404,2031404,2031404,2031404,1,1,1,1,1,1,2031404,999999999,2031404,2031404,2031404,2031401,21,32,2031405,-1,60,0.05
2031405,2031405,2031405,2031405,1,1,1,1,1,1,2031405,999999999,2031405,2031405,2031405,2031401,21,32,2031406,-1,100,0.05
2031406,2031406,2031406,2031406,1,1,1,1,1,1,2031406,999999999,2031406,2031406,2031406,2031401,21,32,-1,-1,999999999,0.05
2032101,2032101,2032101,2032101,1,1,2,1,1,2,2031401,0,-2,-2,-2,-2,0,0,-2,-2,10,0.0001
2032102,2032102,2032102,2032102,1,1,2,1,1,2,2031402,0,-2,-2,-2,-2,0,0,-2,-2,20,0.0001
2032103,2032103,2032103,2032103,1,1,2,1,1,2,2031403,0,-2,-2,-2,-2,0,0,-2,-2,40,0.0001
2032104,2032104,2032104,2032104,1,1,2,1,1,2,2031404,0,-2,-2,-2,-2,0,0,-2,-2,60,0.0001
2032105,2032105,2032105,2032105,1,1,2,1,1,2,2031405,0,-2,-2,-2,-2,0,0,-2,-2,100,0.0001
2032106,2032106,2032106,2032106,1,1,2,1,1,2,2031406,0,-2,-2,-2,-2,0,0,-2,-2,999999999,0.0001
2032201,2032201,2032201,2032201,1,1,2,1,1,2,2031401,0,-2,-2,-2,-2,0,0,-2,-2,10,0.0001
2032202,2032202,2032202,2032202,1,1,2,1,1,2,2031402,0,-2,-2,-2,-2,0,0,-2,-2,20,0.0001
2032203,2032203,2032203,2032203,1,1,2,1,1,2,2031403,0,-2,-2,-2,-2,0,0,-2,-2,40,0.0001
2032204,2032204,2032204,2032204,1,1,2,1,1,2,2031404,0,-2,-2,-2,-2,0,0,-2,-2,60,0.0001
2032205,2032205,2032205,2032205,1,1,2,1,1,2,2031405,0,-2,-2,-2,-2,0,0,-2,-2,100,0.0001
2032206,2032206,2032206,2032206,1,1,2,1,1,2,2031406,0,-2,-2,-2,-2,0,0,-2,-2,999999999,0.0001
2032301,2032301,2032301,2032301,1,1,1,1,1,2,2031401,0,-2,-2,-2,-2,0,0,-2,-2,10,0.0001
2032302,2032302,2032302,2032302,1,1,1,1,1,2,2031402,0,-2,-2,-2,-2,0,0,-2,-2,20,0.0001
2032303,2032303,2032303,2032303,1,1,1,1,1,2,2031403,0,-2,-2,-2,-2,0,0,-2,-2,40,0.0001
2032304,2032304,2032304,2032304,1,1,1,1,1,2,2031404,0,-2,-2,-2,-2,0,0,-2,-2,60,0.0001
2032305,2032305,2032305,2032305,1,1,1,1,1,2,2031405,0,-2,-2,-2,-2,0,0,-2,-2,100,0.0001
2032306,2032306,2032306,2032306,1,1,1,1,1,2,2031406,0,-2,-2,-2,-2,0,0,-2,-2,999999999,0.0001
2032401,2032401,2032401,2032401,1,1,1,1,1,1,2031401,0,-2,-2,-2,-2,0,0,-2,-2,10,0.0001
2032402,2032402,2032402,2032402,1,1,1,1,1,1,2031402,0,-2,-2,-2,-2,0,0,-2,-2,20,0.0001
2032403,2032403,2032403,2032403,1,1,1,1,1,1,2031403,0,-2,-2,-2,-2,0,0,-2,-2,40,0.0001
2032404,2032404,2032404,2032404,1,1,1,1,1,1,2031404,0,-2,-2,-2,-2,0,0,-2,-2,60,0.0001
2032405,2032405,2032405,2032405,1,1,1,1,1,1,2031405,0,-2,-2,-2,-2,0,0,-2,-2,100,0.0001
2032406,2032406,2032406,2032406,1,1,1,1,1,1,2031406,0,-2,-2,-2,-2,0,0,-2,-2,999999999,0.0001
2033101,2033101,2033101,2033101,1,1,2,1,1,2,2031401,0,-2,-2,-2,-2,0,0,-2,-2,10,0.0001
2033102,2033102,2033102,2033102,1,1,2,1,1,2,2031402,0,-2,-2,-2,-2,0,0,-2,-2,20,0.0001
2033103,2033103,2033103,2033103,1,1,2,1,1,2,2031403,0,-2,-2,-2,-2,0,0,-2,-2,40,0.0001
2033104,2033104,2033104,2033104,1,1,2,1,1,2,2031404,0,-2,-2,-2,-2,0,0,-2,-2,60,0.0001
2033105,2033105,2033105,2033105,1,1,2,1,1,2,2031405,0,-2,-2,-2,-2,0,0,-2,-2,100,0.0001
2033106,2033106,2033106,2033106,1,1,2,1,1,2,2031406,0,-2,-2,-2,-2,0,0,-2,-2,999999999,0.0001
2033201,2033201,2033201,2033201,1,1,2,1,1,2,2031401,0,-2,-2,-2,-2,0,0,-2,-2,10,0.0001
2033202,2033202,2033202,2033202,1,1,2,1,1,2,2031402,0,-2,-2,-2,-2,0,0,-2,-2,20,0.0001
2033203,2033203,2033203,2033203,1,1,2,1,1,2,2031403,0,-2,-2,-2,-2,0,0,-2,-2,40,0.0001
2033204,2033204,2033204,2033204,1,1,2,1,1,2,2031404,0,-2,-2,-2,-2,0,0,-2,-2,60,0.0001
2033205,2033205,2033205,2033205,1,1,2,1,1,2,2031405,0,-2,-2,-2,-2,0,0,-2,-2,100,0.0001
2033206,2033206,2033206,2033206,1,1,2,1,1,2,2031406,0,-2,-2,-2,-2,0,0,-2,-2,999999999,0.0001
2033301,2033301,2033301,2033301,1,1,1,1,1,2,2031401,0,-2,-2,-2,-2,0,0,-2,-2,10,0.0001
2033302,2033302,2033302,2033302,1,1,1,1,1,2,2031402,0,-2,-2,-2,-2,0,0,-2,-2,20,0.0001
2033303,2033303,2033303,2033303,1,1,1,1,1,2,2031403,0,-2,-2,-2,-2,0,0,-2,-2,40,0.0001
2033304,2033304,2033304,2033304,1,1,1,1,1,2,2031404,0,-2,-2,-2,-2,0,0,-2,-2,60,0.0001
2033305,2033305,2033305,2033305,1,1,1,1,1,2,2031405,0,-2,-2,-2,-2,0,0,-2,-2,100,0.0001
2033306,2033306,2033306,2033306,1,1,1,1,1,2,2031406,0,-2,-2,-2,-2,0,0,-2,-2,999999999,0.0001
2033401,2033401,2033401,2033401,1,1,1,1,1,1,2031401,0,-2,-2,-2,-2,0,0,-2,-2,10,0.0001
2033402,2033402,2033402,2033402,1,1,1,1,1,1,2031402,0,-2,-2,-2,-2,0,0,-2,-2,20,0.0001
2033403,2033403,2033403,2033403,1,1,1,1,1,1,2031403,0,-2,-2,-2,-2,0,0,-2,-2,40,0.0001
2033404,2033404,2033404,2033404,1,1,1,1,1,1,2031404,0,-2,-2,-2,-2,0,0,-2,-2,60,0.0001
2033405,2033405,2033405,2033405,1,1,1,1,1,1,2031405,0,-2,-2,-2,-2,0,0,-2,-2,100,0.0001
2033406,2033406,2033406,2033406,1,1,1,1,1,1,2031406,0,-2,-2,-2,-2,0,0,-2,-2,999999999,0.0001
2034101,2034101,2034101,2034101,1,1,2,1,1,2,2031401,0,-2,-2,-2,-2,0,0,-2,-2,10,0.0001
2034102,2034102,2034102,2034102,1,1,2,1,1,2,2031402,0,-2,-2,-2,-2,0,0,-2,-2,20,0.0001
2034103,2034103,2034103,2034103,1,1,2,1,1,2,2031403,0,-2,-2,-2,-2,0,0,-2,-2,40,0.0001
2034104,2034104,2034104,2034104,1,1,2,1,1,2,2031404,0,-2,-2,-2,-2,0,0,-2,-2,60,0.0001
2034105,2034105,2034105,2034105,1,1,2,1,1,2,2031405,0,-2,-2,-2,-2,0,0,-2,-2,100,0.0001
2034106,2034106,2034106,2034106,1,1,2,1,1,2,2031406,0,-2,-2,-2,-2,0,0,-2,-2,999999999,0.0001
2034201,2034201,2034201,2034201,1,1,2,1,1,2,2031401,0,-2,-2,-2,-2,0,0,-2,-2,10,0.0001
2034202,2034202,2034202,2034202,1,1,2,1,1,2,2031402,0,-2,-2,-2,-2,0,0,-2,-2,20,0.0001
2034203,2034203,2034203,2034203,1,1,2,1,1,2,2031403,0,-2,-2,-2,-2,0,0,-2,-2,40,0.0001
2034204,2034204,2034204,2034204,1,1,2,1,1,2,2031404,0,-2,-2,-2,-2,0,0,-2,-2,60,0.0001
2034205,2034205,2034205,2034205,1,1,2,1,1,2,2031405,0,-2,-2,-2,-2,0,0,-2,-2,100,0.0001
2034206,2034206,2034206,2034206,1,1,2,1,1,2,2031406,0,-2,-2,-2,-2,0,0,-2,-2,999999999,0.0001
2034301,2034301,2034301,2034301,1,1,1,1,1,2,2031401,0,-2,-2,-2,-2,0,0,-2,-2,10,0.0001
2034302,2034302,2034302,2034302,1,1,1,1,1,2,2031402,0,-2,-2,-2,-2,0,0,-2,-2,20,0.0001
2034303,2034303,2034303,2034303,1,1,1,1,1,2,2031403,0,-2,-2,-2,-2,0,0,-2,-2,40,0.0001
2034304,2034304,2034304,2034304,1,1,1,1,1,2,2031404,0,-2,-2,-2,-2,0,0,-2,-2,60,0.0001
2034305,2034305,2034305,2034305,1,1,1,1,1,2,2031405,0,-2,-2,-2,-2,0,0,-2,-2,100,0.0001
2034306,2034306,2034306,2034306,1,1,1,1,1,2,2031406,0,-2,-2,-2,-2,0,0,-2,-2,999999999,0.0001
2034401,2034401,2034401,2034401,1,1,1,1,1,1,2031401,0,-2,-2,-2,-2,0,0,-2,-2,10,0.0001
2034402,2034402,2034402,2034402,1,1,1,1,1,1,2031402,0,-2,-2,-2,-2,0,0,-2,-2,20,0.0001
2034403,2034403,2034403,2034403,1,1,1,1,1,1,2031403,0,-2,-2,-2,-2,0,0,-2,-2,40,0.0001
2034404,2034404,2034404,2034404,1,1,1,1,1,1,2031404,0,-2,-2,-2,-2,0,0,-2,-2,60,0.0001
2034405,2034405,2034405,2034405,1,1,1,1,1,1,2031405,0,-2,-2,-2,-2,0,0,-2,-2,100,0.0001
2034406,2034406,2034406,2034406,1,1,1,1,1,1,2031406,0,-2,-2,-2,-2,0,0,-2,-2,999999999,0.0001
3011101,3011101,3011101,3011101,1,1,2,1,1,2,3011101,999999999,3011101,3011201,3011201,3011101,1,3,3011102,-1,10,1
3011102,3011102,3011102,3011102,1,1,2,1,1,2,3011102,999999999,3011102,3011202,3011202,3011101,1,3,3011103,-1,20,1
3011103,3011103,3011103,3011103,1,1,2,1,1,2,3011103,999999999,3011103,3011203,3011203,3011101,1,3,3011104,-1,40,1
3011104,3011104,3011104,3011104,1,1,2,1,1,2,3011104,999999999,3011104,3011204,3011204,3011101,1,3,3011105,-1,60,1
3011105,3011105,3011105,3011105,1,1,2,1,1,2,3011105,999999999,3011105,3011205,3011205,3011101,1,3,3011106,-1,100,1
3011106,3011106,3011106,3011106,1,1,2,1,1,2,3011106,999999999,3011106,3011206,3011206,3011101,1,3,-1,-1,999999999,1
3011201,3011201,3011201,3011201,1,1,2,1,1,2,3011201,999999999,3011101,3011301,3011301,3011101,4,8,3011202,-1,10,0.9
3011202,3011202,3011202,3011202,1,1,2,1,1,2,3011202,999999999,3011102,3011302,3011302,3011101,4,8,3011203,-1,20,0.9
3011203,3011203,3011203,3011203,1,1,2,1,1,2,3011203,999999999,3011103,3011303,3011303,3011101,4,8,3011204,-1,40,0.9
3011204,3011204,3011204,3011204,1,1,2,1,1,2,3011204,999999999,3011104,3011304,3011304,3011101,4,8,3011205,-1,60,0.9
3011205,3011205,3011205,3011205,1,1,2,1,1,2,3011205,999999999,3011105,3011305,3011305,3011101,4,8,3011206,-1,100,0.9
3011206,3011206,3011206,3011206,1,1,2,1,1,2,3011206,999999999,3011106,3011306,3011306,3011101,4,8,-1,-1,999999999,0.9
3011301,3011301,3011301,3011301,1,1,1,1,1,2,3011301,999999999,3011201,3021401,3021401,3021401,9,20,3011302,-1,10,0.75
3011302,3011302,3011302,3011302,1,1,1,1,1,2,3011302,999999999,3011202,3021402,3021402,3021401,9,20,3011303,-1,20,0.75
3011303,3011303,3013303,3011303,1,1,1,1,2,2,3011303,999999999,3011203,3021403,3021403,3021401,9,20,3011304,-1,40,0.75
3011304,3012304,3013304,3011304,1,1,1,2,2,2,3011304,999999999,3011204,3021404,3021404,3021401,9,20,3011305,-1,60,0.75
3011305,3012305,3013305,3011305,1,1,1,2,2,2,3011305,999999999,3011205,3021405,3021405,3021401,9,20,3011306,-1,100,0.75
3011306,3012306,3013306,3011306,1,1,1,2,2,2,3011306,999999999,3011206,3021406,3021406,3021401,9,20,-1,-1,999999999,0.75
3012101,3012101,3012101,3012101,1,1,2,1,1,2,3011101,0,-2,-2,-2,-2,0,0,-2,-2,10,0.0001
3012102,3012102,3012102,3012102,1,1,2,1,1,2,3011102,0,-2,-2,-2,-2,0,0,-2,-2,20,0.0001
3012103,3012103,3012103,3012103,1,1,2,1,1,2,3011103,0,-2,-2,-2,-2,0,0,-2,-2,40,0.0001
3012104,3012104,3012104,3012104,1,1,2,1,1,2,3011104,10,3012104,3012204,3012204,3011101,1,3,3012105,-1,60,0.9
3012105,3012105,3012105,3012105,1,1,2,1,1,2,3011105,10,3012105,3012205,3012205,3011101,1,3,3012106,-1,100,0.9
